Distance,X-Velocity
 0.000000E+00, 1.306651E-04
 1.001249E-05, 1.461066E-04
 2.002498E-05, 1.615481E-04
 3.003747E-05, 1.769896E-04
 4.004996E-05, 1.924311E-04
 5.006246E-05, 2.078726E-04
 6.007495E-05, 2.233142E-04
 7.008744E-05, 2.387557E-04
 8.009993E-05, 2.541972E-04
 9.011241E-05, 2.733502E-04
 1.001249E-04, 3.025275E-04
 1.101374E-04, 3.317048E-04
 1.201499E-04, 3.608821E-04
 1.301624E-04, 3.900594E-04
 1.401749E-04, 4.192367E-04
 1.501874E-04, 4.484141E-04
 1.601999E-04, 4.775914E-04
 1.702124E-04, 5.067686E-04
 1.802248E-04, 5.359460E-04
 1.902373E-04, 5.647187E-04
 2.002498E-04, 5.932893E-04
 2.102623E-04, 6.218600E-04
 2.202748E-04, 6.504307E-04
 2.302873E-04, 6.790013E-04
 2.402998E-04, 7.075720E-04
 2.503123E-04, 7.361426E-04
 2.603248E-04, 7.647133E-04
 2.703373E-04, 7.932838E-04
 2.803497E-04, 8.218545E-04
 2.903623E-04, 8.503557E-04
 3.003747E-04, 8.782589E-04
 3.103872E-04, 9.061621E-04
 3.203997E-04, 9.340654E-04
 3.304122E-04, 9.619686E-04
 3.404247E-04, 9.898718E-04
 3.504371E-04, 1.017775E-03
 3.604496E-04, 1.045678E-03
 3.704621E-04, 1.073582E-03
 3.804746E-04, 1.101485E-03
 3.904871E-04, 1.129388E-03
 4.004995E-04, 1.157291E-03
 4.105120E-04, 1.184839E-03
 4.205245E-04, 1.212008E-03
 4.305370E-04, 1.239177E-03
 4.405495E-04, 1.266346E-03
 4.505619E-04, 1.293515E-03
 4.605744E-04, 1.320685E-03
 4.705869E-04, 1.347854E-03
 4.805994E-04, 1.375023E-03
 4.906119E-04, 1.402192E-03
 5.006244E-04, 1.429361E-03
 5.106369E-04, 1.456530E-03
 5.206494E-04, 1.483700E-03
 5.306619E-04, 1.510869E-03
 5.406744E-04, 1.537470E-03
 5.506870E-04, 1.563832E-03
 5.606995E-04, 1.590193E-03
 5.707120E-04, 1.616555E-03
 5.807245E-04, 1.642917E-03
 5.907370E-04, 1.669278E-03
 6.007495E-04, 1.695640E-03
 6.107620E-04, 1.722002E-03
 6.207745E-04, 1.748363E-03
 6.307870E-04, 1.774725E-03
 6.407996E-04, 1.801087E-03
 6.508121E-04, 1.827448E-03
 6.608246E-04, 1.853810E-03
 6.708371E-04, 1.880171E-03
 6.808496E-04, 1.905961E-03
 6.908621E-04, 1.931434E-03
 7.008746E-04, 1.956908E-03
 7.108871E-04, 1.982381E-03
 7.208996E-04, 2.007854E-03
 7.309121E-04, 2.033328E-03
 7.409247E-04, 2.058801E-03
 7.509371E-04, 2.084274E-03
 7.609497E-04, 2.109748E-03
 7.709622E-04, 2.135221E-03
 7.809747E-04, 2.160694E-03
 7.909872E-04, 2.186167E-03
 8.009997E-04, 2.211641E-03
 8.110122E-04, 2.237114E-03
 8.210247E-04, 2.262588E-03
 8.310372E-04, 2.287887E-03
 8.410498E-04, 2.312383E-03
 8.510622E-04, 2.336879E-03
 8.610748E-04, 2.361375E-03
 8.710873E-04, 2.385871E-03
 8.810998E-04, 2.410367E-03
 8.911123E-04, 2.434863E-03
 9.011248E-04, 2.459359E-03
 9.111373E-04, 2.483855E-03
 9.211499E-04, 2.508351E-03
 9.311623E-04, 2.532848E-03
 9.411749E-04, 2.557344E-03
 9.511873E-04, 2.581840E-03
 9.611999E-04, 2.606336E-03
 9.712123E-04, 2.630832E-03
 9.812248E-04, 2.655328E-03
 9.912372E-04, 2.679824E-03
 1.001250E-03, 2.704141E-03
 1.011262E-03, 2.727562E-03
 1.021275E-03, 2.750983E-03
 1.031287E-03, 2.774403E-03
 1.041300E-03, 2.797824E-03
 1.051312E-03, 2.821245E-03
 1.061324E-03, 2.844666E-03
 1.071337E-03, 2.868087E-03
 1.081349E-03, 2.891508E-03
 1.091362E-03, 2.914929E-03
 1.101374E-03, 2.938349E-03
 1.111387E-03, 2.961770E-03
 1.121399E-03, 2.985192E-03
 1.131412E-03, 3.008612E-03
 1.141424E-03, 3.032033E-03
 1.151436E-03, 3.055454E-03
 1.161449E-03, 3.078875E-03
 1.171461E-03, 3.102296E-03
 1.181474E-03, 3.125717E-03
 1.191486E-03, 3.148601E-03
 1.201499E-03, 3.170840E-03
 1.211511E-03, 3.193078E-03
 1.221524E-03, 3.215317E-03
 1.231536E-03, 3.237555E-03
 1.241549E-03, 3.259793E-03
 1.251561E-03, 3.282032E-03
 1.261574E-03, 3.304270E-03
 1.271586E-03, 3.326508E-03
 1.281598E-03, 3.348747E-03
 1.291611E-03, 3.370985E-03
 1.301623E-03, 3.393224E-03
 1.311636E-03, 3.415462E-03
 1.321648E-03, 3.437700E-03
 1.331661E-03, 3.459939E-03
 1.341673E-03, 3.482177E-03
 1.351685E-03, 3.504416E-03
 1.361698E-03, 3.526654E-03
 1.371710E-03, 3.548892E-03
 1.381723E-03, 3.571130E-03
 1.391735E-03, 3.593369E-03
 1.401748E-03, 3.614477E-03
 1.411760E-03, 3.635414E-03
 1.421773E-03, 3.656351E-03
 1.431785E-03, 3.677289E-03
 1.441798E-03, 3.698226E-03
 1.451810E-03, 3.719163E-03
 1.461823E-03, 3.740101E-03
 1.471835E-03, 3.761038E-03
 1.481847E-03, 3.781975E-03
 1.491860E-03, 3.802913E-03
 1.501872E-03, 3.823850E-03
 1.511885E-03, 3.844787E-03
 1.521897E-03, 3.865724E-03
 1.531910E-03, 3.886662E-03
 1.541922E-03, 3.907599E-03
 1.551935E-03, 3.928537E-03
 1.561947E-03, 3.949474E-03
 1.571959E-03, 3.970412E-03
 1.581972E-03, 3.991349E-03
 1.591984E-03, 4.012286E-03
 1.601997E-03, 4.033223E-03
 1.612009E-03, 4.054161E-03
 1.622022E-03, 4.074774E-03
 1.632034E-03, 4.094281E-03
 1.642047E-03, 4.113787E-03
 1.652059E-03, 4.133293E-03
 1.662072E-03, 4.152799E-03
 1.672084E-03, 4.172306E-03
 1.682097E-03, 4.191812E-03
 1.692109E-03, 4.211319E-03
 1.702121E-03, 4.230825E-03
 1.712134E-03, 4.250331E-03
 1.722146E-03, 4.269837E-03
 1.732159E-03, 4.289344E-03
 1.742171E-03, 4.308850E-03
 1.752184E-03, 4.328357E-03
 1.762196E-03, 4.347863E-03
 1.772208E-03, 4.367369E-03
 1.782221E-03, 4.386875E-03
 1.792233E-03, 4.406381E-03
 1.802246E-03, 4.425887E-03
 1.812258E-03, 4.445394E-03
 1.822271E-03, 4.464900E-03
 1.832283E-03, 4.484407E-03
 1.842296E-03, 4.503913E-03
 1.852308E-03, 4.523419E-03
 1.862321E-03, 4.542926E-03
 1.872333E-03, 4.561929E-03
 1.882345E-03, 4.579862E-03
 1.892358E-03, 4.597794E-03
 1.902370E-03, 4.615726E-03
 1.912383E-03, 4.633658E-03
 1.922395E-03, 4.651590E-03
 1.932408E-03, 4.669522E-03
 1.942420E-03, 4.687454E-03
 1.952433E-03, 4.705386E-03
 1.962445E-03, 4.723318E-03
 1.972458E-03, 4.741251E-03
 1.982471E-03, 4.759183E-03
 1.992483E-03, 4.777115E-03
 2.002496E-03, 4.795047E-03
 2.012508E-03, 4.812980E-03
 2.022521E-03, 4.830912E-03
 2.032533E-03, 4.848844E-03
 2.042546E-03, 4.866776E-03
 2.052558E-03, 4.884709E-03
 2.062571E-03, 4.902641E-03
 2.072583E-03, 4.920573E-03
 2.082596E-03, 4.938506E-03
 2.092609E-03, 4.956438E-03
 2.102621E-03, 4.974370E-03
 2.112634E-03, 4.992303E-03
 2.122646E-03, 5.010234E-03
 2.132659E-03, 5.028167E-03
 2.142671E-03, 5.046099E-03
 2.152684E-03, 5.062436E-03
 2.162697E-03, 5.078637E-03
 2.172709E-03, 5.094837E-03
 2.182722E-03, 5.111039E-03
 2.192734E-03, 5.127239E-03
 2.202747E-03, 5.143439E-03
 2.212759E-03, 5.159640E-03
 2.222772E-03, 5.175841E-03
 2.232785E-03, 5.192041E-03
 2.242797E-03, 5.208242E-03
 2.252810E-03, 5.224443E-03
 2.262822E-03, 5.240644E-03
 2.272835E-03, 5.256845E-03
 2.282847E-03, 5.273045E-03
 2.292860E-03, 5.289245E-03
 2.302872E-03, 5.305446E-03
 2.312885E-03, 5.321647E-03
 2.322898E-03, 5.337848E-03
 2.332910E-03, 5.354048E-03
 2.342923E-03, 5.370249E-03
 2.352935E-03, 5.386450E-03
 2.362948E-03, 5.402651E-03
 2.372961E-03, 5.418851E-03
 2.382973E-03, 5.435051E-03
 2.392986E-03, 5.451253E-03
 2.402998E-03, 5.467453E-03
 2.413011E-03, 5.483654E-03
 2.423023E-03, 5.499855E-03
 2.433036E-03, 5.516055E-03
 2.443048E-03, 5.532256E-03
 2.453061E-03, 5.546964E-03
 2.463074E-03, 5.561260E-03
 2.473086E-03, 5.575556E-03
 2.483099E-03, 5.589853E-03
 2.493111E-03, 5.604149E-03
 2.503124E-03, 5.618445E-03
 2.513136E-03, 5.632741E-03
 2.523149E-03, 5.647037E-03
 2.533162E-03, 5.661333E-03
 2.543174E-03, 5.675630E-03
 2.553187E-03, 5.689926E-03
 2.563199E-03, 5.704222E-03
 2.573212E-03, 5.718518E-03
 2.583225E-03, 5.732814E-03
 2.593237E-03, 5.747110E-03
 2.603250E-03, 5.761406E-03
 2.613262E-03, 5.775703E-03
 2.623275E-03, 5.789999E-03
 2.633287E-03, 5.804295E-03
 2.643300E-03, 5.818591E-03
 2.653312E-03, 5.832888E-03
 2.663325E-03, 5.847184E-03
 2.673337E-03, 5.861480E-03
 2.683350E-03, 5.875777E-03
 2.693363E-03, 5.890072E-03
 2.703375E-03, 5.904369E-03
 2.713388E-03, 5.918665E-03
 2.723400E-03, 5.932961E-03
 2.733413E-03, 5.947257E-03
 2.743426E-03, 5.961554E-03
 2.753438E-03, 5.975849E-03
 2.763451E-03, 5.990146E-03
 2.773463E-03, 6.004442E-03
 2.783476E-03, 6.017413E-03
 2.793488E-03, 6.029615E-03
 2.803501E-03, 6.041816E-03
 2.813514E-03, 6.054019E-03
 2.823526E-03, 6.066220E-03
