Distance,Pressure
 0.000000E+00, 5.330032E-02
 6.000161E-05, 5.325030E-02
 1.200032E-04, 5.320028E-02
 1.800048E-04, 5.315025E-02
 2.400064E-04, 5.310023E-02
 3.000080E-04, 5.305021E-02
 3.600096E-04, 5.300019E-02
 4.200113E-04, 5.295017E-02
 4.800129E-04, 5.290015E-02
 5.400145E-04, 5.285013E-02
 6.000161E-04, 5.280010E-02
 6.600177E-04, 5.275008E-02
 7.200193E-04, 5.270337E-02
 7.800209E-04, 5.265726E-02
 8.400225E-04, 5.261114E-02
 9.000241E-04, 5.256503E-02
 9.600258E-04, 5.251892E-02
 1.020027E-03, 5.247280E-02
 1.080029E-03, 5.242669E-02
 1.140031E-03, 5.238057E-02
 1.200032E-03, 5.233446E-02
 1.260034E-03, 5.228835E-02
 1.320035E-03, 5.224223E-02
 1.380037E-03, 5.219612E-02
 1.440039E-03, 5.215000E-02
 1.500040E-03, 5.210389E-02
 1.560042E-03, 5.205778E-02
 1.620044E-03, 5.201166E-02
 1.680045E-03, 5.196555E-02
 1.740047E-03, 5.191944E-02
 1.800048E-03, 5.187333E-02
 1.860050E-03, 5.182721E-02
 1.920052E-03, 5.178110E-02
 1.980053E-03, 5.173498E-02
 2.040055E-03, 5.168887E-02
 2.100056E-03, 5.164275E-02
 2.160058E-03, 5.159664E-02
 2.220060E-03, 5.155053E-02
 2.280061E-03, 5.150441E-02
 2.340063E-03, 5.145830E-02
 2.400064E-03, 5.141218E-02
 2.460066E-03, 5.136607E-02
 2.520068E-03, 5.131996E-02
 2.580069E-03, 5.127657E-02
 2.640071E-03, 5.123327E-02
 2.700072E-03, 5.118997E-02
 2.760074E-03, 5.114666E-02
 2.820075E-03, 5.110336E-02
 2.880077E-03, 5.106006E-02
 2.940079E-03, 5.101676E-02
 3.000080E-03, 5.097345E-02
 3.060082E-03, 5.093015E-02
 3.120084E-03, 5.088685E-02
 3.180085E-03, 5.084354E-02
 3.240087E-03, 5.080024E-02
 3.300088E-03, 5.075694E-02
 3.360090E-03, 5.071364E-02
 3.420092E-03, 5.067033E-02
 3.480093E-03, 5.062703E-02
 3.540095E-03, 5.058373E-02
 3.600097E-03, 5.054042E-02
 3.660098E-03, 5.049712E-02
 3.720100E-03, 5.045382E-02
 3.780101E-03, 5.041052E-02
 3.840103E-03, 5.036722E-02
 3.900104E-03, 5.032391E-02
 3.960106E-03, 5.028061E-02
 4.020108E-03, 5.023731E-02
 4.080109E-03, 5.019401E-02
 4.140111E-03, 5.015070E-02
 4.200113E-03, 5.010740E-02
 4.260114E-03, 5.006410E-02
 4.320116E-03, 5.002080E-02
 4.380118E-03, 4.997749E-02
 4.440119E-03, 4.993419E-02
 4.500120E-03, 4.989089E-02
 4.560122E-03, 4.984759E-02
 4.620124E-03, 4.980632E-02
 4.680126E-03, 4.976504E-02
 4.740127E-03, 4.972376E-02
 4.800129E-03, 4.968248E-02
 4.860130E-03, 4.964120E-02
 4.920132E-03, 4.959993E-02
 4.980133E-03, 4.955865E-02
 5.040135E-03, 4.951737E-02
 5.100137E-03, 4.947609E-02
 5.160138E-03, 4.943482E-02
 5.220140E-03, 4.939353E-02
 5.280142E-03, 4.935226E-02
 5.340143E-03, 4.931098E-02
 5.400145E-03, 4.926971E-02
 5.460146E-03, 4.922843E-02
 5.520148E-03, 4.918715E-02
 5.580150E-03, 4.914587E-02
 5.640151E-03, 4.910459E-02
 5.700153E-03, 4.906331E-02
 5.760154E-03, 4.902203E-02
 5.820156E-03, 4.898076E-02
 5.880157E-03, 4.893948E-02
 5.940159E-03, 4.889821E-02
 6.000161E-03, 4.885692E-02
 6.060163E-03, 4.881565E-02
 6.120164E-03, 4.877437E-02
 6.180166E-03, 4.873309E-02
 6.240167E-03, 4.869181E-02
 6.300169E-03, 4.865053E-02
 6.360170E-03, 4.860925E-02
 6.420172E-03, 4.856798E-02
 6.480174E-03, 4.852670E-02
 6.540175E-03, 4.848542E-02
 6.600177E-03, 4.844414E-02
 6.660179E-03, 4.840287E-02
 6.720180E-03, 4.836159E-02
 6.780182E-03, 4.832031E-02
 6.840183E-03, 4.827999E-02
 6.900185E-03, 4.824019E-02
 6.960187E-03, 4.820039E-02
 7.020188E-03, 4.816060E-02
 7.080190E-03, 4.812080E-02
 7.140191E-03, 4.808100E-02
 7.200193E-03, 4.804121E-02
 7.260195E-03, 4.800141E-02
 7.320196E-03, 4.796162E-02
 7.380198E-03, 4.792182E-02
 7.440200E-03, 4.788202E-02
 7.500201E-03, 4.784223E-02
 7.560202E-03, 4.780243E-02
 7.620204E-03, 4.776263E-02
 7.680206E-03, 4.772284E-02
 7.740207E-03, 4.768304E-02
 7.800209E-03, 4.764324E-02
 7.860211E-03, 4.760344E-02
 7.920212E-03, 4.756365E-02
 7.980214E-03, 4.752386E-02
 8.040216E-03, 4.748406E-02
 8.100217E-03, 4.744426E-02
