Distance,Pressure
 0.000000E+00, 5.337087E-02
 6.000161E-05, 5.332093E-02
 1.200032E-04, 5.327099E-02
 1.800048E-04, 5.322105E-02
 2.400064E-04, 5.317111E-02
 3.000080E-04, 5.312116E-02
 3.600096E-04, 5.307122E-02
 4.200113E-04, 5.302127E-02
 4.800129E-04, 5.297133E-02
 5.400145E-04, 5.292139E-02
 6.000161E-04, 5.287145E-02
 6.600177E-04, 5.282151E-02
 7.200193E-04, 5.277485E-02
 7.800209E-04, 5.272878E-02
 8.400225E-04, 5.268272E-02
 9.000241E-04, 5.263665E-02
 9.600258E-04, 5.259059E-02
 1.020027E-03, 5.254453E-02
 1.080029E-03, 5.249846E-02
 1.140031E-03, 5.245239E-02
 1.200032E-03, 5.240633E-02
 1.260034E-03, 5.236027E-02
 1.320035E-03, 5.231420E-02
 1.380037E-03, 5.226813E-02
 1.440039E-03, 5.222207E-02
 1.500040E-03, 5.217601E-02
 1.560042E-03, 5.212994E-02
 1.620044E-03, 5.208387E-02
 1.680045E-03, 5.203781E-02
 1.740047E-03, 5.199175E-02
 1.800048E-03, 5.194568E-02
 1.860050E-03, 5.189961E-02
 1.920052E-03, 5.185355E-02
 1.980053E-03, 5.180748E-02
 2.040055E-03, 5.176142E-02
 2.100056E-03, 5.171535E-02
 2.160058E-03, 5.166929E-02
 2.220060E-03, 5.162322E-02
 2.280061E-03, 5.157716E-02
 2.340063E-03, 5.153109E-02
 2.400064E-03, 5.148503E-02
 2.460066E-03, 5.143896E-02
 2.520068E-03, 5.139289E-02
 2.580069E-03, 5.134954E-02
 2.640071E-03, 5.130626E-02
 2.700072E-03, 5.126299E-02
 2.760074E-03, 5.121971E-02
 2.820075E-03, 5.117643E-02
 2.880077E-03, 5.113316E-02
 2.940079E-03, 5.108988E-02
 3.000080E-03, 5.104660E-02
 3.060082E-03, 5.100333E-02
 3.120084E-03, 5.096005E-02
 3.180085E-03, 5.091677E-02
 3.240087E-03, 5.087350E-02
 3.300088E-03, 5.083022E-02
 3.360090E-03, 5.078694E-02
 3.420092E-03, 5.074367E-02
 3.480093E-03, 5.070039E-02
 3.540095E-03, 5.065711E-02
 3.600097E-03, 5.061384E-02
 3.660098E-03, 5.057056E-02
 3.720100E-03, 5.052728E-02
 3.780101E-03, 5.048401E-02
 3.840103E-03, 5.044073E-02
 3.900104E-03, 5.039746E-02
 3.960106E-03, 5.035418E-02
 4.020108E-03, 5.031090E-02
 4.080109E-03, 5.026762E-02
 4.140111E-03, 5.022435E-02
 4.200113E-03, 5.018107E-02
 4.260114E-03, 5.013780E-02
 4.320116E-03, 5.009452E-02
 4.380118E-03, 5.005124E-02
 4.440119E-03, 5.000796E-02
 4.500120E-03, 4.996469E-02
 4.560122E-03, 4.992142E-02
 4.620124E-03, 4.988015E-02
 4.680126E-03, 4.983889E-02
 4.740127E-03, 4.979762E-02
 4.800129E-03, 4.975635E-02
 4.860130E-03, 4.971509E-02
 4.920132E-03, 4.967382E-02
 4.980133E-03, 4.963255E-02
 5.040135E-03, 4.959128E-02
 5.100137E-03, 4.955001E-02
 5.160138E-03, 4.950874E-02
 5.220140E-03, 4.946748E-02
 5.280142E-03, 4.942621E-02
 5.340143E-03, 4.938494E-02
 5.400145E-03, 4.934368E-02
 5.460146E-03, 4.930241E-02
 5.520148E-03, 4.926114E-02
 5.580150E-03, 4.921987E-02
 5.640151E-03, 4.917860E-02
 5.700153E-03, 4.913734E-02
 5.760154E-03, 4.909607E-02
 5.820156E-03, 4.905479E-02
 5.880157E-03, 4.901353E-02
 5.940159E-03, 4.897226E-02
 6.000161E-03, 4.893100E-02
 6.060163E-03, 4.888973E-02
 6.120164E-03, 4.884846E-02
 6.180166E-03, 4.880719E-02
 6.240167E-03, 4.876592E-02
 6.300169E-03, 4.872466E-02
 6.360170E-03, 4.868339E-02
 6.420172E-03, 4.864212E-02
 6.480174E-03, 4.860085E-02
 6.540175E-03, 4.855958E-02
 6.600177E-03, 4.851831E-02
 6.660179E-03, 4.847705E-02
 6.720180E-03, 4.843578E-02
 6.780182E-03, 4.839452E-02
 6.840183E-03, 4.835419E-02
 6.900185E-03, 4.831440E-02
 6.960187E-03, 4.827460E-02
 7.020188E-03, 4.823480E-02
 7.080190E-03, 4.819500E-02
 7.140191E-03, 4.815520E-02
 7.200193E-03, 4.811541E-02
 7.260195E-03, 4.807561E-02
 7.320196E-03, 4.803581E-02
 7.380198E-03, 4.799601E-02
 7.440200E-03, 4.795622E-02
 7.500201E-03, 4.791642E-02
 7.560202E-03, 4.787662E-02
 7.620204E-03, 4.783683E-02
 7.680206E-03, 4.779703E-02
 7.740207E-03, 4.775723E-02
 7.800209E-03, 4.771743E-02
 7.860211E-03, 4.767764E-02
 7.920212E-03, 4.763784E-02
 7.980214E-03, 4.759804E-02
 8.040216E-03, 4.755824E-02
 8.100217E-03, 4.751845E-02
 8.160219E-03, 4.747865E-02
 8.220220E-03, 4.743885E-02
 8.280222E-03, 4.739905E-02
 8.340224E-03, 4.735925E-02
 8.400225E-03, 4.731946E-02
 8.460226E-03, 4.727966E-02
 8.520229E-03, 4.723986E-02
 8.580230E-03, 4.720007E-02
 8.640232E-03, 4.716027E-02
 8.700233E-03, 4.712047E-02
 8.760235E-03, 4.708067E-02
 8.820237E-03, 4.704088E-02
 8.880238E-03, 4.700107E-02
 8.940239E-03, 4.696128E-02
 9.000241E-03, 4.692148E-02
 9.060243E-03, 4.688168E-02
 9.120245E-03, 4.684189E-02
 9.180246E-03, 4.680209E-02
 9.240247E-03, 4.676229E-02
 9.300249E-03, 4.672309E-02
 9.360251E-03, 4.668438E-02
 9.420252E-03, 4.664567E-02
 9.480254E-03, 4.660696E-02
 9.540256E-03, 4.656825E-02
 9.600258E-03, 4.652954E-02
 9.660259E-03, 4.649083E-02
 9.720260E-03, 4.645212E-02
 9.780263E-03, 4.641341E-02
 9.840264E-03, 4.637469E-02
 9.900265E-03, 4.633598E-02
 9.960267E-03, 4.629727E-02
 1.002027E-02, 4.625857E-02
 1.008027E-02, 4.621986E-02
 1.014027E-02, 4.618114E-02
 1.020027E-02, 4.614243E-02
 1.026028E-02, 4.610372E-02
 1.032028E-02, 4.606501E-02
 1.038028E-02, 4.602630E-02
 1.044028E-02, 4.598759E-02
 1.050028E-02, 4.594889E-02
 1.056028E-02, 4.591017E-02
 1.062028E-02, 4.587146E-02
 1.068029E-02, 4.583275E-02
 1.074029E-02, 4.579404E-02
 1.080029E-02, 4.575533E-02
 1.086029E-02, 4.571662E-02
 1.092029E-02, 4.567791E-02
 1.098029E-02, 4.563920E-02
 1.104030E-02, 4.560049E-02
 1.110030E-02, 4.556178E-02
 1.116030E-02, 4.552307E-02
 1.122030E-02, 4.548436E-02
 1.128030E-02, 4.544565E-02
 1.134030E-02, 4.540694E-02
 1.140031E-02, 4.536823E-02
 1.146031E-02, 4.532952E-02
 1.152031E-02, 4.529081E-02
 1.158031E-02, 4.525210E-02
 1.164031E-02, 4.521339E-02
 1.170031E-02, 4.517468E-02
 1.176031E-02, 4.513597E-02
 1.182032E-02, 4.509726E-02
 1.188032E-02, 4.505855E-02
 1.194032E-02, 4.501984E-02
 1.200032E-02, 4.498140E-02
 1.206032E-02, 4.494349E-02
 1.212033E-02, 4.490558E-02
 1.218033E-02, 4.486767E-02
 1.224033E-02, 4.482976E-02
 1.230033E-02, 4.479186E-02
 1.236033E-02, 4.475395E-02
 1.242033E-02, 4.471604E-02
 1.248033E-02, 4.467813E-02
 1.254034E-02, 4.464022E-02
 1.260034E-02, 4.460232E-02
 1.266034E-02, 4.456441E-02
 1.272034E-02, 4.452650E-02
 1.278034E-02, 4.448859E-02
 1.284034E-02, 4.445069E-02
 1.290035E-02, 4.441278E-02
 1.296035E-02, 4.437487E-02
 1.302035E-02, 4.433696E-02
 1.308035E-02, 4.429905E-02
 1.314035E-02, 4.426114E-02
 1.320035E-02, 4.422323E-02
 1.326036E-02, 4.418533E-02
 1.332036E-02, 4.414742E-02
 1.338036E-02, 4.410951E-02
 1.344036E-02, 4.407160E-02
 1.350036E-02, 4.403369E-02
 1.356036E-02, 4.399579E-02
 1.362037E-02, 4.395787E-02
 1.368037E-02, 4.391997E-02
 1.374037E-02, 4.388206E-02
 1.380037E-02, 4.384415E-02
 1.386037E-02, 4.380624E-02
 1.392037E-02, 4.376834E-02
 1.398038E-02, 4.373042E-02
 1.404038E-02, 4.369252E-02
 1.410038E-02, 4.365461E-02
 1.416038E-02, 4.361670E-02
 1.422038E-02, 4.357879E-02
 1.428038E-02, 4.354088E-02
 1.434038E-02, 4.350298E-02
 1.440039E-02, 4.346507E-02
 1.446039E-02, 4.342716E-02
 1.452039E-02, 4.338925E-02
 1.458039E-02, 4.335134E-02
 1.464039E-02, 4.331344E-02
 1.470039E-02, 4.327553E-02
 1.476040E-02, 4.323762E-02
 1.482040E-02, 4.319971E-02
 1.488040E-02, 4.316180E-02
 1.494040E-02, 4.312389E-02
 1.500040E-02, 4.308634E-02
 1.506040E-02, 4.304902E-02
 1.512040E-02, 4.301169E-02
 1.518041E-02, 4.297437E-02
 1.524041E-02, 4.293704E-02
 1.530041E-02, 4.289972E-02
 1.536041E-02, 4.286239E-02
 1.542041E-02, 4.282507E-02
 1.548041E-02, 4.278774E-02
 1.554042E-02, 4.275041E-02
 1.560042E-02, 4.271309E-02
 1.566042E-02, 4.267576E-02
 1.572042E-02, 4.263844E-02
 1.578042E-02, 4.260111E-02
 1.584042E-02, 4.256379E-02
 1.590043E-02, 4.252646E-02
 1.596043E-02, 4.248913E-02
 1.602043E-02, 4.245181E-02
 1.608043E-02, 4.241449E-02
 1.614043E-02, 4.237716E-02
 1.620043E-02, 4.233983E-02
