 ISWEEP, FT, FX, FY, FZ, MOMX, MOMY, MOMZ, XBAR, YBAR, ZBAR
  1100,  3.366923E+00,  8.022693E-03, -3.366913E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -8.515012E-07, -2.022039E-05,  8.380044E-03,  5.000000E-01
  1150,  3.366985E+00,  6.733728E-03, -3.366978E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -8.533701E-07, -2.139327E-05,  1.057043E-02,  5.000000E-01
  1200,  3.367179E+00,  5.330381E-03, -3.367175E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -8.143447E-07, -2.134827E-05,  1.333224E-02,  5.000000E-01
  1250,  3.367466E+00,  4.394850E-03, -3.367464E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -7.515683E-07, -2.080658E-05,  1.577195E-02,  5.000000E-01
  1300,  3.367758E+00,  4.052500E-03, -3.367755E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.992021E-07, -2.019238E-05,  1.660759E-02,  5.000000E-01
  1350,  3.367987E+00,  4.358178E-03, -3.367984E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.701509E-07, -1.950582E-05,  1.492086E-02,  5.000000E-01
  1400,  3.368214E+00,  5.043578E-03, -3.368211E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.597044E-07, -1.921647E-05,  1.270230E-02,  5.000000E-01
  1450,  3.368432E+00,  5.747869E-03, -3.368427E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.644237E-07, -1.943014E-05,  1.127164E-02,  5.000000E-01
  1500,  3.368639E+00,  6.239092E-03, -3.368633E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.806937E-07, -1.986268E-05,  1.061513E-02,  5.000000E-01
  1550,  3.368818E+00,  6.435463E-03, -3.368812E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.917235E-07, -2.034699E-05,  1.054360E-02,  5.000000E-01
  1600,  3.368982E+00,  6.336716E-03, -3.368976E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.940714E-07, -2.077902E-05,  1.093780E-02,  5.000000E-01
  1650,  3.369108E+00,  6.074209E-03, -3.369103E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.908542E-07, -2.100811E-05,  1.153842E-02,  5.000000E-01
  1700,  3.369217E+00,  5.791664E-03, -3.369212E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.819679E-07, -2.101327E-05,  1.210577E-02,  5.000000E-01
  1750,  3.369301E+00,  5.596055E-03, -3.369296E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.725410E-07, -2.087984E-05,  1.245199E-02,  5.000000E-01
  1800,  3.369368E+00,  5.528312E-03, -3.369364E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.618534E-07, -2.070317E-05,  1.249807E-02,  5.000000E-01
