 TIME, ISTEP, FT, FX, FY, FZ, MOMX, MOMY, MOMZ, XBAR, YBAR, ZBAR
 5.200006E+00,   520,  2.952615E+00, -2.146818E-03, -2.952614E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.392898E-07, -4.219393E-06, -5.688466E-03,  5.000000E-01
 5.300005E+00,   530,  2.959599E+00, -1.906100E-03, -2.959598E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.259562E-07, -3.095810E-06, -4.743190E-03,  5.000000E-01
 5.400006E+00,   540,  2.966692E+00, -9.378474E-04, -2.966692E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.267107E-08, -2.122273E-06, -6.684100E-03,  5.000000E-01
 5.500006E+00,   550,  2.973202E+00,  5.500489E-04, -2.973202E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.020198E-08, -1.556765E-06,  8.447963E-03,  5.000000E-01
 5.600006E+00,   560,  2.979894E+00,  2.070130E-03, -2.979893E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.710125E-08, -1.522447E-06,  2.199253E-03,  5.000000E-01
 5.700006E+00,   570,  2.986103E+00,  3.275559E-03, -2.986101E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -5.639479E-08, -2.121640E-06,  1.917595E-03,  5.000000E-01
 5.800005E+00,   580,  2.992214E+00,  3.695655E-03, -2.992212E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.681180E-07, -3.205905E-06,  2.550073E-03,  5.000000E-01
 5.900006E+00,   590,  2.998179E+00,  3.311693E-03, -2.998178E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.936494E-07, -4.402004E-06,  3.896610E-03,  5.000000E-01
 6.000006E+00,   600,  3.003927E+00,  2.157012E-03, -3.003926E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.921758E-07, -5.450271E-06,  7.405864E-03,  5.000000E-01
 6.100007E+00,   610,  3.009528E+00,  5.751663E-04, -3.009528E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.351461E-07, -6.028678E-06,  3.078179E-02,  5.000000E-01
 6.200006E+00,   620,  3.014673E+00, -1.064060E-03, -3.014673E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.120646E-07, -5.966919E-06, -1.651936E-02,  5.000000E-01
 6.300007E+00,   630,  3.019872E+00, -2.209581E-03, -3.019871E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.261380E-07, -5.252119E-06, -7.028296E-03,  5.000000E-01
 6.400007E+00,   640,  3.024724E+00, -2.612307E-03, -3.024723E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.005808E-07, -4.193756E-06, -4.780440E-03,  5.000000E-01
 6.500007E+00,   650,  3.029430E+00, -2.087162E-03, -3.029429E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -7.223696E-08, -2.920876E-06, -4.207459E-03,  5.000000E-01
 6.600007E+00,   660,  3.034000E+00, -7.867478E-04, -3.034000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.491935E-08, -1.917337E-06, -7.425820E-03,  5.000000E-01
 6.700007E+00,   670,  3.038225E+00,  9.341952E-04, -3.038225E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.363146E-08, -1.411351E-06,  4.656577E-03,  5.000000E-01
 6.800008E+00,   680,  3.042404E+00,  2.653516E-03, -3.042403E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.231924E-08, -1.574451E-06,  1.816906E-03,  5.000000E-01
 6.900007E+00,   690,  3.046252E+00,  3.836008E-03, -3.046249E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.165816E-08, -2.505888E-06,  1.973982E-03,  5.000000E-01
 7.000007E+00,   700,  3.049967E+00,  4.162678E-03, -3.049964E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.923204E-07, -3.845335E-06,  2.768809E-03,  5.000000E-01
 7.100008E+00,   710,  3.053699E+00,  3.578649E-03, -3.053697E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.242812E-07, -5.221753E-06,  4.364670E-03,  5.000000E-01
 7.200007E+00,   720,  3.057052E+00,  2.124054E-03, -3.057051E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.178536E-07, -6.457768E-06,  9.096089E-03,  5.000000E-01
 7.300007E+00,   730,  3.060326E+00,  2.872311E-04, -3.060326E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.477879E-07, -6.968019E-06,  7.267139E-02,  5.000000E-01
 7.400008E+00,   740,  3.063440E+00, -1.517399E-03, -3.063440E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.060009E-07, -6.801434E-06, -1.346308E-02,  5.000000E-01
 7.500008E+00,   750,  3.066209E+00, -2.730780E-03, -3.066208E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.045630E-07, -5.739128E-06, -6.332721E-03,  5.000000E-01
 7.600008E+00,   760,  3.069263E+00, -3.011560E-03, -3.069262E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.661903E-07, -4.354203E-06, -4.383759E-03,  5.000000E-01
 7.700007E+00,   770,  3.071846E+00, -2.292013E-03, -3.071845E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.198963E-08, -2.863087E-06, -3.826448E-03,  5.000000E-01
 7.800007E+00,   780,  3.074418E+00, -7.076896E-04, -3.074418E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.186548E-08, -1.642737E-06, -7.230777E-03,  5.000000E-01
 7.900008E+00,   790,  3.076924E+00,  1.296462E-03, -3.076924E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.738478E-08, -1.142627E-06,  2.777576E-03,  5.000000E-01
 8.000007E+00,   800,  3.079151E+00,  3.218197E-03, -3.079149E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.607436E-08, -1.515787E-06,  1.461648E-03,  5.000000E-01
 8.100007E+00,   810,  3.081475E+00,  4.456257E-03, -3.081472E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -7.606293E-08, -2.707555E-06,  1.853647E-03,  5.000000E-01
 8.200006E+00,   820,  3.083612E+00,  4.702482E-03, -3.083608E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.218311E-07, -4.352568E-06,  2.805959E-03,  5.000000E-01
 8.300006E+00,   830,  3.085575E+00,  3.830904E-03, -3.085572E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.607532E-07, -6.018901E-06,  4.753384E-03,  5.000000E-01
 8.400005E+00,   840,  3.087683E+00,  2.128650E-03, -3.087682E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.567399E-07, -7.279472E-06,  1.034124E-02,  5.000000E-01
 8.500007E+00,   850,  3.089478E+00, -9.120948E-05, -3.089478E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.726578E-07, -7.874502E-06, -2.615926E-01,  5.000000E-01
 8.600007E+00,   860,  3.091253E+00, -2.083290E-03, -3.091252E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.058330E-07, -7.400860E-06, -1.078818E-02,  5.000000E-01
 8.700006E+00,   870,  3.093086E+00, -3.355536E-03, -3.093084E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.738362E-07, -6.217358E-06, -5.648697E-03,  5.000000E-01
 8.800007E+00,   880,  3.094637E+00, -3.492158E-03, -3.094635E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.068460E-07, -4.493763E-06, -3.953168E-03,  5.000000E-01
 8.900007E+00,   890,  3.096399E+00, -2.460591E-03, -3.096398E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.464876E-08, -2.850117E-06, -3.607672E-03,  5.000000E-01
 9.000008E+00,   900,  3.097916E+00, -5.075800E-04, -3.097916E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.418458E-07, -1.545478E-06, -9.706635E-03,  5.000000E-01
 9.100005E+00,   910,  3.099323E+00,  1.896100E-03, -3.099322E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.528015E-07, -1.102809E-06,  1.885208E-03,  5.000000E-01
 9.200006E+00,   920,  3.100833E+00,  4.019571E-03, -3.100830E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.820555E-08, -1.790972E-06,  1.402319E-03,  5.000000E-01
 9.300007E+00,   930,  3.102160E+00,  5.306085E-03, -3.102156E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.902439E-08, -3.274244E-06,  1.899950E-03,  5.000000E-01
 9.400006E+00,   940,  3.103487E+00,  5.303717E-03, -3.103482E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.452625E-07, -5.236246E-06,  3.017170E-03,  5.000000E-01
 9.500007E+00,   950,  3.104884E+00,  4.068019E-03, -3.104881E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.972432E-07, -7.034644E-06,  5.271760E-03,  5.000000E-01
 9.600007E+00,   960,  3.106095E+00,  1.878403E-03, -3.106094E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.807964E-07, -8.455558E-06,  1.372232E-02,  5.000000E-01
 9.700007E+00,   970,  3.107379E+00, -6.908996E-04, -3.107379E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.720508E-07, -8.997230E-06, -3.977997E-02,  5.000000E-01
 9.800006E+00,   980,  3.108460E+00, -2.877790E-03, -3.108459E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.690992E-07, -8.194099E-06, -8.722737E-03,  5.000000E-01
 9.900005E+00,   990,  3.109563E+00, -3.985518E-03, -3.109560E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.043536E-07, -6.437777E-06, -4.971179E-03,  5.000000E-01
 1.000000E+01,  1000,  3.110777E+00, -3.756164E-03, -3.110775E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.203685E-08, -4.612070E-06, -3.815282E-03,  5.000000E-01
 1.010001E+01,  1010,  3.111789E+00, -2.215303E-03, -3.111789E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.506803E-07, -2.668036E-06, -3.816877E-03,  5.000000E-01
 1.020001E+01,  1020,  3.112880E+00,  2.470686E-04, -3.112880E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.258637E-07, -1.370732E-06,  1.819844E-02,  5.000000E-01
 1.030001E+01,  1030,  3.113840E+00,  3.048954E-03, -3.113839E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.999591E-07, -1.147193E-06,  1.235583E-03,  5.000000E-01
 1.040001E+01,  1040,  3.114745E+00,  5.147927E-03, -3.114740E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.390937E-08, -2.242135E-06,  1.369919E-03,  5.000000E-01
 1.050001E+01,  1050,  3.115685E+00,  6.089533E-03, -3.115679E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.180838E-07, -4.206298E-06,  2.133025E-03,  5.000000E-01
 1.060001E+01,  1060,  3.116581E+00,  5.496899E-03, -3.116576E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.259609E-07, -6.135347E-06,  3.418529E-03,  5.000000E-01
 1.070001E+01,  1070,  3.117543E+00,  3.627417E-03, -3.117541E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.858354E-07, -8.073512E-06,  6.804502E-03,  5.000000E-01
 1.080001E+01,  1080,  3.118322E+00,  8.412164E-04, -3.118322E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -5.417452E-07, -9.417718E-06,  3.426320E-02,  5.000000E-01
 1.090001E+01,  1090,  3.119091E+00, -2.016612E-03, -3.119091E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.859969E-07, -9.210604E-06, -1.400296E-02,  5.000000E-01
 1.100001E+01,  1100,  3.119867E+00, -3.992802E-03, -3.119864E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.342745E-07, -7.655248E-06, -5.898207E-03,  5.000000E-01
 1.110001E+01,  1110,  3.120691E+00, -4.559817E-03, -3.120687E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.128350E-07, -5.987884E-06, -4.074052E-03,  5.000000E-01
 1.120001E+01,  1120,  3.121435E+00, -3.521508E-03, -3.121433E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.074692E-07, -3.813273E-06, -3.410436E-03,  5.000000E-01
 1.130001E+01,  1130,  3.122124E+00, -1.120176E-03, -3.122123E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.539035E-07, -1.977220E-06, -5.739537E-03,  5.000000E-01
 1.140001E+01,  1140,  3.122900E+00,  1.828397E-03, -3.122899E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.823994E-07, -9.608012E-07,  1.793651E-03,  5.000000E-01
 1.150001E+01,  1150,  3.123392E+00,  4.848917E-03, -3.123388E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.917049E-07, -1.777779E-06,  1.185740E-03,  5.000000E-01
 1.160001E+01,  1160,  3.124166E+00,  6.335995E-03, -3.124160E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.428114E-09, -3.434337E-06,  1.694493E-03,  5.000000E-01
 1.170001E+01,  1170,  3.124662E+00,  6.222284E-03, -3.124656E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.517901E-07, -5.322872E-06,  2.632479E-03,  5.000000E-01
 1.180001E+01,  1180,  3.125346E+00,  4.511475E-03, -3.125343E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.782418E-07, -7.529731E-06,  5.109661E-03,  5.000000E-01
 1.190001E+01,  1190,  3.125856E+00,  1.851971E-03, -3.125855E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -5.994341E-07, -8.695813E-06,  1.435309E-02,  5.000000E-01
 1.200001E+01,  1200,  3.126507E+00, -1.532853E-03, -3.126507E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -5.847226E-07, -9.793982E-06, -1.959773E-02,  5.000000E-01
 1.210001E+01,  1210,  3.126878E+00, -3.952430E-03, -3.126876E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.497437E-07, -7.630283E-06, -5.925364E-03,  5.000000E-01
 1.220001E+01,  1220,  3.127581E+00, -4.863257E-03, -3.127578E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.033608E-07, -6.617158E-06, -4.214159E-03,  5.000000E-01
 1.230001E+01,  1230,  3.127935E+00, -3.874099E-03, -3.127932E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.721322E-08, -4.693806E-06, -3.811462E-03,  5.000000E-01
 1.240001E+01,  1240,  3.128556E+00, -1.705954E-03, -3.128556E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.833181E-07, -2.751487E-06, -5.212941E-03,  5.000000E-01
 1.250001E+01,  1250,  3.128893E+00,  1.402052E-03, -3.128892E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.456255E-07, -1.394736E-06,  3.356641E-03,  5.000000E-01
 1.260001E+01,  1260,  3.129330E+00,  4.477291E-03, -3.129327E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.749500E-07, -2.193954E-06,  1.594898E-03,  5.000000E-01
 1.270001E+01,  1270,  3.129757E+00,  6.258753E-03, -3.129751E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.114183E-08, -3.183425E-06,  1.602543E-03,  5.000000E-01
 1.280001E+01,  1280,  3.130196E+00,  6.208212E-03, -3.130190E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.183684E-07, -5.357323E-06,  2.665589E-03,  5.000000E-01
 1.290001E+01,  1290,  3.130605E+00,  4.613226E-03, -3.130602E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.955065E-07, -6.585645E-06,  4.360716E-03,  5.000000E-01
 1.300001E+01,  1300,  3.130986E+00,  1.927749E-03, -3.130985E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.500234E-07, -8.200047E-06,  1.298471E-02,  5.000000E-01
 1.310001E+01,  1310,  3.131309E+00, -1.358189E-03, -3.131308E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.449227E-07, -8.804117E-06, -1.982382E-02,  5.000000E-01
 1.320001E+01,  1320,  3.131676E+00, -3.741295E-03, -3.131674E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.988257E-07, -8.065459E-06, -6.618090E-03,  5.000000E-01
 1.330001E+01,  1330,  3.132014E+00, -4.651689E-03, -3.132011E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.344056E-07, -6.358533E-06, -4.231269E-03,  5.000000E-01
 1.340001E+01,  1340,  3.132384E+00, -3.967600E-03, -3.132381E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.488086E-08, -5.184287E-06, -4.109390E-03,  5.000000E-01
 1.350001E+01,  1350,  3.132654E+00, -1.435669E-03, -3.132653E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.919188E-07, -3.153100E-06, -7.084397E-03,  5.000000E-01
