Distance,Pressure
 0.000000E+00, 5.293716E-02
 6.000161E-05, 5.288601E-02
 1.200032E-04, 5.283487E-02
 1.800048E-04, 5.278373E-02
 2.400064E-04, 5.273258E-02
 3.000080E-04, 5.268144E-02
 3.600096E-04, 5.263030E-02
 4.200113E-04, 5.257916E-02
 4.800129E-04, 5.252801E-02
 5.400145E-04, 5.247687E-02
 6.000161E-04, 5.242572E-02
 6.600177E-04, 5.237458E-02
 7.200193E-04, 5.232344E-02
 7.800209E-04, 5.227229E-02
 8.400225E-04, 5.222115E-02
 9.000241E-04, 5.217001E-02
 9.600258E-04, 5.211887E-02
 1.020027E-03, 5.206772E-02
 1.080029E-03, 5.201658E-02
 1.140031E-03, 5.196543E-02
 1.200032E-03, 5.191429E-02
 1.260034E-03, 5.186315E-02
 1.320035E-03, 5.181200E-02
 1.380037E-03, 5.176086E-02
 1.440039E-03, 5.170972E-02
 1.500040E-03, 5.165857E-02
 1.560042E-03, 5.160743E-02
 1.620044E-03, 5.155629E-02
 1.680045E-03, 5.150514E-02
 1.740047E-03, 5.145400E-02
 1.800048E-03, 5.140286E-02
 1.860050E-03, 5.135172E-02
 1.920052E-03, 5.130057E-02
 1.980053E-03, 5.124943E-02
 2.040055E-03, 5.119829E-02
 2.100056E-03, 5.114714E-02
 2.160058E-03, 5.109600E-02
 2.220060E-03, 5.104486E-02
 2.280061E-03, 5.099371E-02
 2.340063E-03, 5.094257E-02
 2.400064E-03, 5.089143E-02
 2.460066E-03, 5.084028E-02
 2.520068E-03, 5.078914E-02
 2.580069E-03, 5.073800E-02
 2.640071E-03, 5.068685E-02
 2.700072E-03, 5.063571E-02
 2.760074E-03, 5.058456E-02
 2.820075E-03, 5.053342E-02
 2.880077E-03, 5.048228E-02
 2.940079E-03, 5.043114E-02
 3.000080E-03, 5.037999E-02
 3.060082E-03, 5.032885E-02
 3.120084E-03, 5.027962E-02
 3.180085E-03, 5.023573E-02
 3.240087E-03, 5.019183E-02
 3.300088E-03, 5.014793E-02
 3.360090E-03, 5.010403E-02
 3.420092E-03, 5.006013E-02
 3.480093E-03, 5.001624E-02
 3.540095E-03, 4.997234E-02
 3.600097E-03, 4.992844E-02
 3.660098E-03, 4.988454E-02
 3.720100E-03, 4.984064E-02
 3.780101E-03, 4.979674E-02
 3.840103E-03, 4.975284E-02
