Distance,Pressure
 0.000000E+00, 5.309305E-02
 6.000161E-05, 5.304225E-02
 1.200032E-04, 5.299146E-02
 1.800048E-04, 5.294066E-02
 2.400064E-04, 5.288986E-02
 3.000080E-04, 5.283906E-02
 3.600096E-04, 5.278827E-02
 4.200113E-04, 5.273747E-02
 4.800129E-04, 5.268668E-02
 5.400145E-04, 5.263588E-02
 6.000161E-04, 5.258509E-02
 6.600177E-04, 5.253429E-02
 7.200193E-04, 5.248349E-02
 7.800209E-04, 5.243269E-02
 8.400225E-04, 5.238190E-02
 9.000241E-04, 5.233110E-02
 9.600258E-04, 5.228031E-02
 1.020027E-03, 5.222951E-02
 1.080029E-03, 5.217872E-02
 1.140031E-03, 5.212792E-02
 1.200032E-03, 5.207712E-02
 1.260034E-03, 5.202633E-02
 1.320035E-03, 5.197553E-02
 1.380037E-03, 5.192474E-02
 1.440039E-03, 5.187394E-02
 1.500040E-03, 5.182314E-02
 1.560042E-03, 5.177235E-02
 1.620044E-03, 5.172155E-02
 1.680045E-03, 5.167076E-02
 1.740047E-03, 5.161996E-02
 1.800048E-03, 5.156916E-02
 1.860050E-03, 5.151837E-02
 1.920052E-03, 5.146757E-02
 1.980053E-03, 5.141788E-02
 2.040055E-03, 5.137309E-02
 2.100056E-03, 5.132831E-02
 2.160058E-03, 5.128353E-02
 2.220060E-03, 5.123875E-02
 2.280061E-03, 5.119396E-02
 2.340063E-03, 5.114918E-02
 2.400064E-03, 5.110440E-02
 2.460066E-03, 5.105961E-02
 2.520068E-03, 5.101483E-02
 2.580069E-03, 5.097006E-02
 2.640071E-03, 5.092527E-02
 2.700072E-03, 5.088049E-02
 2.760074E-03, 5.083571E-02
 2.820075E-03, 5.079092E-02
 2.880077E-03, 5.074614E-02
 2.940079E-03, 5.070136E-02
 3.000080E-03, 5.065658E-02
 3.060082E-03, 5.061179E-02
 3.120084E-03, 5.056701E-02
 3.180085E-03, 5.052223E-02
 3.240087E-03, 5.047745E-02
 3.300088E-03, 5.043266E-02
 3.360090E-03, 5.038788E-02
 3.420092E-03, 5.034310E-02
 3.480093E-03, 5.029832E-02
 3.540095E-03, 5.025353E-02
 3.600097E-03, 5.020875E-02
 3.660098E-03, 5.016397E-02
 3.720100E-03, 5.011918E-02
 3.780101E-03, 5.007440E-02
 3.840103E-03, 5.002962E-02
 3.900104E-03, 4.998484E-02
 3.960106E-03, 4.994006E-02
 4.020108E-03, 4.989527E-02
 4.080109E-03, 4.985049E-02
 4.140111E-03, 4.980571E-02
 4.200113E-03, 4.976093E-02
 4.260114E-03, 4.971614E-02
 4.320116E-03, 4.967136E-02
 4.380118E-03, 4.962658E-02
 4.440119E-03, 4.958180E-02
 4.500120E-03, 4.953701E-02
 4.560122E-03, 4.949223E-02
 4.620124E-03, 4.944745E-02
 4.680126E-03, 4.940267E-02
 4.740127E-03, 4.935788E-02
 4.800129E-03, 4.931310E-02
 4.860130E-03, 4.926832E-02
 4.920132E-03, 4.922353E-02
 4.980133E-03, 4.917875E-02
 5.040135E-03, 4.913397E-02
 5.100137E-03, 4.908919E-02
 5.160138E-03, 4.904632E-02
 5.220140E-03, 4.900494E-02
 5.280142E-03, 4.896357E-02
 5.340143E-03, 4.892219E-02
 5.400145E-03, 4.888082E-02
 5.460146E-03, 4.883944E-02
 5.520148E-03, 4.879807E-02
 5.580150E-03, 4.875670E-02
 5.640151E-03, 4.871532E-02
 5.700153E-03, 4.867395E-02
 5.760154E-03, 4.863257E-02
 5.820156E-03, 4.859120E-02
 5.880157E-03, 4.854982E-02
 5.940159E-03, 4.850845E-02
 6.000161E-03, 4.846707E-02
 6.060163E-03, 4.842570E-02
 6.120164E-03, 4.838433E-02
 6.180166E-03, 4.834295E-02
 6.240167E-03, 4.830158E-02
 6.300169E-03, 4.826020E-02
 6.360170E-03, 4.821883E-02
 6.420172E-03, 4.817745E-02
 6.480174E-03, 4.813608E-02
 6.540175E-03, 4.809470E-02
 6.600177E-03, 4.805333E-02
 6.660179E-03, 4.801196E-02
 6.720180E-03, 4.797059E-02
 6.780182E-03, 4.792921E-02
 6.840183E-03, 4.788784E-02
 6.900185E-03, 4.784646E-02
 6.960187E-03, 4.780509E-02
 7.020188E-03, 4.776371E-02
 7.080190E-03, 4.772234E-02
 7.140191E-03, 4.768097E-02
 7.200193E-03, 4.763959E-02
 7.260195E-03, 4.759822E-02
 7.320196E-03, 4.755684E-02
 7.380198E-03, 4.751547E-02
 7.440200E-03, 4.747409E-02
 7.500201E-03, 4.743272E-02
 7.560202E-03, 4.739135E-02
 7.620204E-03, 4.734997E-02
 7.680206E-03, 4.730860E-02
 7.740207E-03, 4.726722E-02
 7.800209E-03, 4.722585E-02
 7.860211E-03, 4.718447E-02
 7.920212E-03, 4.714310E-02
 7.980214E-03, 4.710172E-02
 8.040216E-03, 4.706035E-02
 8.100217E-03, 4.701898E-02
 8.160219E-03, 4.697760E-02
 8.220220E-03, 4.693623E-02
 8.280222E-03, 4.689485E-02
 8.340224E-03, 4.685348E-02
 8.400225E-03, 4.681211E-02
 8.460226E-03, 4.677073E-02
 8.520229E-03, 4.672936E-02
 8.580230E-03, 4.668798E-02
 8.640232E-03, 4.664798E-02
 8.700233E-03, 4.660863E-02
 8.760235E-03, 4.656929E-02
