Distance,Pressure
 0.000000E+00, 5.341710E-02
 6.000161E-05, 5.336951E-02
 1.200032E-04, 5.332192E-02
 1.800048E-04, 5.327433E-02
 2.400064E-04, 5.322674E-02
 3.000080E-04, 5.317914E-02
 3.600096E-04, 5.313156E-02
 4.200113E-04, 5.308397E-02
 4.800129E-04, 5.303638E-02
 5.400145E-04, 5.298879E-02
 6.000161E-04, 5.294120E-02
 6.600177E-04, 5.289361E-02
 7.200193E-04, 5.284602E-02
 7.800209E-04, 5.279843E-02
 8.400225E-04, 5.275084E-02
 9.000241E-04, 5.270325E-02
 9.600258E-04, 5.265566E-02
 1.020027E-03, 5.260807E-02
 1.080029E-03, 5.256048E-02
 1.140031E-03, 5.251289E-02
 1.200032E-03, 5.246530E-02
 1.260034E-03, 5.241952E-02
 1.320035E-03, 5.237469E-02
 1.380037E-03, 5.232985E-02
 1.440039E-03, 5.228502E-02
 1.500040E-03, 5.224019E-02
 1.560042E-03, 5.219536E-02
 1.620044E-03, 5.215053E-02
 1.680045E-03, 5.210570E-02
 1.740047E-03, 5.206086E-02
 1.800048E-03, 5.201603E-02
 1.860050E-03, 5.197120E-02
 1.920052E-03, 5.192637E-02
 1.980053E-03, 5.188154E-02
 2.040055E-03, 5.183671E-02
 2.100056E-03, 5.179187E-02
 2.160058E-03, 5.174704E-02
 2.220060E-03, 5.170221E-02
 2.280061E-03, 5.165738E-02
 2.340063E-03, 5.161254E-02
 2.400064E-03, 5.156771E-02
 2.460066E-03, 5.152288E-02
 2.520068E-03, 5.147805E-02
 2.580069E-03, 5.143322E-02
 2.640071E-03, 5.138839E-02
 2.700072E-03, 5.134356E-02
 2.760074E-03, 5.129872E-02
 2.820075E-03, 5.125459E-02
 2.880077E-03, 5.121187E-02
 2.940079E-03, 5.116916E-02
 3.000080E-03, 5.112645E-02
 3.060082E-03, 5.108374E-02
 3.120084E-03, 5.104103E-02
 3.180085E-03, 5.099832E-02
 3.240087E-03, 5.095560E-02
 3.300088E-03, 5.091289E-02
 3.360090E-03, 5.087017E-02
 3.420092E-03, 5.082746E-02
 3.480093E-03, 5.078475E-02
 3.540095E-03, 5.074204E-02
 3.600097E-03, 5.069933E-02
 3.660098E-03, 5.065662E-02
 3.720100E-03, 5.061390E-02
 3.780101E-03, 5.057119E-02
 3.840103E-03, 5.052847E-02
 3.900104E-03, 5.048577E-02
 3.960106E-03, 5.044305E-02
 4.020108E-03, 5.040034E-02
 4.080109E-03, 5.035763E-02
 4.140111E-03, 5.031492E-02
 4.200113E-03, 5.027220E-02
 4.260114E-03, 5.022949E-02
 4.320116E-03, 5.018678E-02
 4.380118E-03, 5.014407E-02
 4.440119E-03, 5.010136E-02
 4.500120E-03, 5.005864E-02
 4.560122E-03, 5.001653E-02
 4.620124E-03, 4.997545E-02
 4.680126E-03, 4.993436E-02
 4.740127E-03, 4.989328E-02
 4.800129E-03, 4.985220E-02
 4.860130E-03, 4.981112E-02
 4.920132E-03, 4.977003E-02
 4.980133E-03, 4.972895E-02
 5.040135E-03, 4.968787E-02
 5.100137E-03, 4.964679E-02
 5.160138E-03, 4.960570E-02
 5.220140E-03, 4.956462E-02
 5.280142E-03, 4.952354E-02
 5.340143E-03, 4.948246E-02
 5.400145E-03, 4.944137E-02
 5.460146E-03, 4.940029E-02
 5.520148E-03, 4.935921E-02
 5.580150E-03, 4.931813E-02
 5.640151E-03, 4.927704E-02
 5.700153E-03, 4.923596E-02
 5.760154E-03, 4.919488E-02
 5.820156E-03, 4.915379E-02
 5.880157E-03, 4.911271E-02
 5.940159E-03, 4.907163E-02
 6.000161E-03, 4.903055E-02
 6.060163E-03, 4.898946E-02
 6.120164E-03, 4.894838E-02
 6.180166E-03, 4.890730E-02
 6.240167E-03, 4.886622E-02
 6.300169E-03, 4.882514E-02
 6.360170E-03, 4.878405E-02
 6.420172E-03, 4.874297E-02
 6.480174E-03, 4.870253E-02
 6.540175E-03, 4.866271E-02
 6.600177E-03, 4.862289E-02
 6.660179E-03, 4.858307E-02
 6.720180E-03, 4.854325E-02
 6.780182E-03, 4.850343E-02
 6.840183E-03, 4.846361E-02
 6.900185E-03, 4.842378E-02
 6.960187E-03, 4.838396E-02
 7.020188E-03, 4.834414E-02
 7.080190E-03, 4.830432E-02
 7.140191E-03, 4.826450E-02
 7.200193E-03, 4.822468E-02
 7.260195E-03, 4.818486E-02
 7.320196E-03, 4.814504E-02
 7.380198E-03, 4.810521E-02
 7.440200E-03, 4.806539E-02
 7.500201E-03, 4.802557E-02
 7.560202E-03, 4.798575E-02
 7.620204E-03, 4.794593E-02
 7.680206E-03, 4.790611E-02
 7.740207E-03, 4.786629E-02
 7.800209E-03, 4.782647E-02
 7.860211E-03, 4.778665E-02
 7.920212E-03, 4.774683E-02
 7.980214E-03, 4.770700E-02
 8.040216E-03, 4.766718E-02
 8.100217E-03, 4.762736E-02
 8.160219E-03, 4.758754E-02
 8.220220E-03, 4.754772E-02
 8.280222E-03, 4.750790E-02
 8.340224E-03, 4.746807E-02
 8.400225E-03, 4.742825E-02
 8.460226E-03, 4.738843E-02
 8.520229E-03, 4.734861E-02
 8.580230E-03, 4.730925E-02
 8.640232E-03, 4.727041E-02
 8.700233E-03, 4.723157E-02
 8.760235E-03, 4.719273E-02
 8.820237E-03, 4.715389E-02
 8.880238E-03, 4.711504E-02
 8.940239E-03, 4.707620E-02
 9.000241E-03, 4.703736E-02
 9.060243E-03, 4.699852E-02
 9.120245E-03, 4.695968E-02
 9.180246E-03, 4.692084E-02
 9.240247E-03, 4.688200E-02
 9.300249E-03, 4.684316E-02
 9.360251E-03, 4.680432E-02
 9.420252E-03, 4.676548E-02
 9.480254E-03, 4.672664E-02
 9.540256E-03, 4.668780E-02
 9.600258E-03, 4.664896E-02
 9.660259E-03, 4.661011E-02
 9.720260E-03, 4.657127E-02
 9.780263E-03, 4.653243E-02
 9.840264E-03, 4.649359E-02
 9.900265E-03, 4.645475E-02
 9.960267E-03, 4.641591E-02
 1.002027E-02, 4.637706E-02
 1.008027E-02, 4.633822E-02
 1.014027E-02, 4.629938E-02
 1.020027E-02, 4.626054E-02
 1.026028E-02, 4.622170E-02
 1.032028E-02, 4.618286E-02
 1.038028E-02, 4.614402E-02
 1.044028E-02, 4.610518E-02
 1.050028E-02, 4.606634E-02
 1.056028E-02, 4.602750E-02
 1.062028E-02, 4.598866E-02
 1.068029E-02, 4.594982E-02
 1.074029E-02, 4.591097E-02
 1.080029E-02, 4.587213E-02
 1.086029E-02, 4.583329E-02
 1.092029E-02, 4.579515E-02
 1.098029E-02, 4.575707E-02
 1.104030E-02, 4.571899E-02
 1.110030E-02, 4.568091E-02
 1.116030E-02, 4.564282E-02
 1.122030E-02, 4.560474E-02
 1.128030E-02, 4.556666E-02
 1.134030E-02, 4.552858E-02
 1.140031E-02, 4.549049E-02
 1.146031E-02, 4.545241E-02
 1.152031E-02, 4.541433E-02
 1.158031E-02, 4.537625E-02
 1.164031E-02, 4.533816E-02
 1.170031E-02, 4.530008E-02
 1.176031E-02, 4.526200E-02
 1.182032E-02, 4.522391E-02
 1.188032E-02, 4.518583E-02
 1.194032E-02, 4.514775E-02
 1.200032E-02, 4.510967E-02
 1.206032E-02, 4.507159E-02
 1.212033E-02, 4.503351E-02
 1.218033E-02, 4.499542E-02
 1.224033E-02, 4.495734E-02
 1.230033E-02, 4.491926E-02
 1.236033E-02, 4.488117E-02
 1.242033E-02, 4.484309E-02
 1.248033E-02, 4.480501E-02
 1.254034E-02, 4.476693E-02
 1.260034E-02, 4.472885E-02
 1.266034E-02, 4.469076E-02
 1.272034E-02, 4.465268E-02
 1.278034E-02, 4.461460E-02
 1.284034E-02, 4.457652E-02
 1.290035E-02, 4.453843E-02
 1.296035E-02, 4.450035E-02
 1.302035E-02, 4.446227E-02
 1.308035E-02, 4.442418E-02
 1.314035E-02, 4.438610E-02
 1.320035E-02, 4.434802E-02
 1.326036E-02, 4.430994E-02
 1.332036E-02, 4.427186E-02
 1.338036E-02, 4.423377E-02
 1.344036E-02, 4.419599E-02
 1.350036E-02, 4.415849E-02
 1.356036E-02, 4.412098E-02
 1.362037E-02, 4.408348E-02
 1.368037E-02, 4.404598E-02
 1.374037E-02, 4.400847E-02
 1.380037E-02, 4.397097E-02
 1.386037E-02, 4.393347E-02
 1.392037E-02, 4.389596E-02
 1.398038E-02, 4.385846E-02
 1.404038E-02, 4.382095E-02
 1.410038E-02, 4.378345E-02
 1.416038E-02, 4.374595E-02
 1.422038E-02, 4.370844E-02
 1.428038E-02, 4.367094E-02
 1.434038E-02, 4.363343E-02
 1.440039E-02, 4.359593E-02
 1.446039E-02, 4.355843E-02
 1.452039E-02, 4.352092E-02
 1.458039E-02, 4.348342E-02
 1.464039E-02, 4.344591E-02
 1.470039E-02, 4.340841E-02
 1.476040E-02, 4.337091E-02
 1.482040E-02, 4.333340E-02
 1.488040E-02, 4.329590E-02
 1.494040E-02, 4.325840E-02
 1.500040E-02, 4.322089E-02
 1.506040E-02, 4.318339E-02
 1.512040E-02, 4.314588E-02
 1.518041E-02, 4.310838E-02
 1.524041E-02, 4.307088E-02
 1.530041E-02, 4.303337E-02
 1.536041E-02, 4.299587E-02
 1.542041E-02, 4.295836E-02
 1.548041E-02, 4.292086E-02
 1.554042E-02, 4.288335E-02
 1.560042E-02, 4.284585E-02
 1.566042E-02, 4.280835E-02
 1.572042E-02, 4.277084E-02
 1.578042E-02, 4.273334E-02
 1.584042E-02, 4.269583E-02
 1.590043E-02, 4.265833E-02
 1.596043E-02, 4.262083E-02
 1.602043E-02, 4.258332E-02
 1.608043E-02, 4.254582E-02
 1.614043E-02, 4.250832E-02
 1.620043E-02, 4.247081E-02
 1.626044E-02, 4.243369E-02
 1.632044E-02, 4.239662E-02
 1.638044E-02, 4.235954E-02
 1.644044E-02, 4.232247E-02
 1.650044E-02, 4.228540E-02
 1.656044E-02, 4.224832E-02
 1.662045E-02, 4.221126E-02
 1.668045E-02, 4.217418E-02
 1.674045E-02, 4.213711E-02
 1.680045E-02, 4.210004E-02
