Distance,X-Velocity
 0.000000E+00, 1.203599E-03
 1.001249E-05, 1.216501E-03
 2.002498E-05, 1.229403E-03
 3.003747E-05, 1.242304E-03
 4.004996E-05, 1.255206E-03
 5.006246E-05, 1.268108E-03
 6.007495E-05, 1.281010E-03
 7.008744E-05, 1.293911E-03
 8.009993E-05, 1.306813E-03
 9.011241E-05, 1.319715E-03
 1.001249E-04, 1.332616E-03
 1.101374E-04, 1.345518E-03
 1.201499E-04, 1.358420E-03
 1.301624E-04, 1.371321E-03
 1.401749E-04, 1.384223E-03
 1.501874E-04, 1.397125E-03
 1.601999E-04, 1.410027E-03
 1.702124E-04, 1.422928E-03
 1.802248E-04, 1.435830E-03
 1.902373E-04, 1.448732E-03
 2.002498E-04, 1.461633E-03
 2.102623E-04, 1.474535E-03
 2.202748E-04, 1.487437E-03
 2.302873E-04, 1.500339E-03
 2.402998E-04, 1.513240E-03
 2.503123E-04, 1.526142E-03
 2.603248E-04, 1.539044E-03
 2.703373E-04, 1.551945E-03
 2.803497E-04, 1.564847E-03
 2.903623E-04, 1.577749E-03
 3.003747E-04, 1.590651E-03
 3.103872E-04, 1.603552E-03
 3.203997E-04, 1.616454E-03
 3.304122E-04, 1.629356E-03
 3.404247E-04, 1.642257E-03
 3.504371E-04, 1.655159E-03
 3.604496E-04, 1.668061E-03
 3.704621E-04, 1.680962E-03
 3.804746E-04, 1.693864E-03
 3.904871E-04, 1.706766E-03
 4.004995E-04, 1.719667E-03
 4.105120E-04, 1.732569E-03
 4.205245E-04, 1.745471E-03
 4.305370E-04, 1.758373E-03
 4.405495E-04, 1.771274E-03
 4.505619E-04, 1.784176E-03
 4.605744E-04, 1.797078E-03
 4.705869E-04, 1.809979E-03
 4.805994E-04, 1.822881E-03
 4.906119E-04, 1.835783E-03
 5.006244E-04, 1.848685E-03
 5.106369E-04, 1.861586E-03
 5.206494E-04, 1.874488E-03
 5.306619E-04, 1.887390E-03
 5.406744E-04, 1.900292E-03
 5.506870E-04, 1.913193E-03
 5.606995E-04, 1.926095E-03
 5.707120E-04, 1.938997E-03
 5.807245E-04, 1.951899E-03
 5.907370E-04, 1.964800E-03
 6.007495E-04, 1.977702E-03
 6.107620E-04, 1.990604E-03
 6.207745E-04, 2.003506E-03
 6.307870E-04, 2.016407E-03
 6.407996E-04, 2.029309E-03
 6.508121E-04, 2.042211E-03
 6.608246E-04, 2.055113E-03
 6.708371E-04, 2.068014E-03
 6.808496E-04, 2.080916E-03
 6.908621E-04, 2.093818E-03
 7.008746E-04, 2.106719E-03
 7.108871E-04, 2.119621E-03
 7.208996E-04, 2.132523E-03
 7.309121E-04, 2.145424E-03
 7.409247E-04, 2.158327E-03
 7.509371E-04, 2.171228E-03
 7.609497E-04, 2.184130E-03
 7.709622E-04, 2.197031E-03
 7.809747E-04, 2.209933E-03
 7.909872E-04, 2.222835E-03
 8.009997E-04, 2.235737E-03
 8.110122E-04, 2.248639E-03
 8.210247E-04, 2.262447E-03
 8.310372E-04, 2.284294E-03
 8.410498E-04, 2.306141E-03
 8.510622E-04, 2.327988E-03
 8.610748E-04, 2.349835E-03
 8.710873E-04, 2.371682E-03
 8.810998E-04, 2.393530E-03
 8.911123E-04, 2.415377E-03
 9.011248E-04, 2.437224E-03
 9.111373E-04, 2.459071E-03
 9.211499E-04, 2.480918E-03
 9.311623E-04, 2.502765E-03
 9.411749E-04, 2.524612E-03
 9.511873E-04, 2.546459E-03
 9.611999E-04, 2.568306E-03
 9.712123E-04, 2.590153E-03
 9.812248E-04, 2.612001E-03
 9.912372E-04, 2.633848E-03
 1.001250E-03, 2.655694E-03
 1.011262E-03, 2.677541E-03
 1.021275E-03, 2.699389E-03
 1.031287E-03, 2.721235E-03
 1.041300E-03, 2.743083E-03
 1.051312E-03, 2.764930E-03
 1.061324E-03, 2.786777E-03
 1.071337E-03, 2.808623E-03
 1.081349E-03, 2.830470E-03
 1.091362E-03, 2.852317E-03
 1.101374E-03, 2.874164E-03
 1.111387E-03, 2.896011E-03
 1.121399E-03, 2.917858E-03
 1.131412E-03, 2.939705E-03
 1.141424E-03, 2.961552E-03
 1.151436E-03, 2.983399E-03
 1.161449E-03, 3.005247E-03
 1.171461E-03, 3.027093E-03
 1.181474E-03, 3.048941E-03
 1.191486E-03, 3.070788E-03
 1.201499E-03, 3.092634E-03
 1.211511E-03, 3.114481E-03
 1.221524E-03, 3.136328E-03
 1.231536E-03, 3.158175E-03
 1.241549E-03, 3.180022E-03
 1.251561E-03, 3.201869E-03
 1.261574E-03, 3.223716E-03
 1.271586E-03, 3.245563E-03
 1.281598E-03, 3.267411E-03
 1.291611E-03, 3.289257E-03
 1.301623E-03, 3.311104E-03
 1.311636E-03, 3.332951E-03
 1.321648E-03, 3.354799E-03
 1.331661E-03, 3.376645E-03
 1.341673E-03, 3.398492E-03
 1.351685E-03, 3.420339E-03
 1.361698E-03, 3.442186E-03
 1.371710E-03, 3.464033E-03
 1.381723E-03, 3.485880E-03
 1.391735E-03, 3.507727E-03
 1.401748E-03, 3.529574E-03
 1.411760E-03, 3.551421E-03
 1.421773E-03, 3.573268E-03
 1.431785E-03, 3.595115E-03
 1.441798E-03, 3.616962E-03
 1.451810E-03, 3.638809E-03
 1.461823E-03, 3.660656E-03
 1.471835E-03, 3.682503E-03
 1.481847E-03, 3.704350E-03
 1.491860E-03, 3.726197E-03
 1.501872E-03, 3.748044E-03
 1.511885E-03, 3.769891E-03
 1.521897E-03, 3.791738E-03
 1.531910E-03, 3.813585E-03
 1.541922E-03, 3.835432E-03
 1.551935E-03, 3.857279E-03
 1.561947E-03, 3.879126E-03
 1.571959E-03, 3.900973E-03
 1.581972E-03, 3.922820E-03
 1.591984E-03, 3.944667E-03
 1.601997E-03, 3.966514E-03
 1.612009E-03, 3.988361E-03
 1.622022E-03, 4.010208E-03
 1.632034E-03, 4.032055E-03
 1.642047E-03, 4.053902E-03
 1.652059E-03, 4.075749E-03
 1.662072E-03, 4.097596E-03
 1.672084E-03, 4.119443E-03
 1.682097E-03, 4.141290E-03
 1.692109E-03, 4.163137E-03
 1.702121E-03, 4.184984E-03
 1.712134E-03, 4.206831E-03
 1.722146E-03, 4.228608E-03
 1.732159E-03, 4.244863E-03
 1.742171E-03, 4.261117E-03
 1.752184E-03, 4.277372E-03
 1.762196E-03, 4.293626E-03
 1.772208E-03, 4.309881E-03
 1.782221E-03, 4.326135E-03
